name,online_order,book_table,rate,votes,location,rest_type,cuisines,approx_costfor_two_people,listed_intype,listed_incity
Just Protein,0,0,3.4,5,North Bangalore,Food Truck,"Chinese, Fast Food",350.0,Dine-out,Kalyan Nagar
Sri Devi Sagar,0,0,3.7,161,Banaswadi,Quick Bites,"South Indian, North Indian, Chinese, Street Food",300.0,Dine-out,Kalyan Nagar
Raghavendra Bhavan,0,0,3.2,4,Banaswadi,Quick Bites,"South Indian, North Indian, Chinese",250.0,Dine-out,Kalyan Nagar
Hotel Chirag,0,0,3.700448817952718,0,Banaswadi,Quick Bites,South Indian,250.0,Dine-out,Kalyan Nagar
Nawab's Rolls And More,0,0,3.700448817952718,0,Nagawara,Quick Bites,"North Indian, Rolls",150.0,Dine-out,Kalyan Nagar
Sri Sagar,0,0,3.5,11,Banaswadi,Quick Bites,"South Indian, Street Food",300.0,Dine-out,Kalyan Nagar
Madurai Idly Dosai Centre,0,0,3.3,16,Banaswadi,Quick Bites,South Indian,150.0,Dine-out,Kalyan Nagar
Hatti Punjab Di,0,0,3.700448817952718,0,Banaswadi,Quick Bites,"North Indian, Chinese",550.0,Dine-out,Kalyan Nagar
Bismilla Star Biriyani,0,0,3.700448817952718,0,Banaswadi,Quick Bites,"Biryani, North Indian",200.0,Dine-out,Kalyan Nagar
Taste The Flame,0,0,3.700448817952718,0,Banaswadi,Quick Bites,"Arabian, North Indian, Biryani, Kebab",400.0,Dine-out,Kalyan Nagar
Sri Nandi Dosa Mane,0,0,3.700448817952718,0,Banaswadi,Quick Bites,South Indian,150.0,Dine-out,Kalyan Nagar
Leung Fast Food,0,0,3.5,12,Banaswadi,Quick Bites,"Chinese, Fast Food, Seafood, Momos",400.0,Dine-out,Kalyan Nagar
Indira Canteen,0,0,3.700448817952718,0,Banaswadi,Quick Bites,South Indian,300.0,Dine-out,Kalyan Nagar
New Udupi Park Deluxe,0,0,3.6,77,Hennur,Quick Bites,"South Indian, North Indian, Chinese",400.0,Dine-out,Kalyan Nagar
FM Biryani Plaza,0,0,3.700448817952718,0,Hennur,Quick Bites,Biryani,150.0,Dine-out,Kalyan Nagar
Mubarak Hotel,0,0,3.5,14,Nagawara,Quick Bites,North Indian,150.0,Dine-out,Kalyan Nagar
Karnataka Biryani Corner,0,0,3.700448817952718,0,Banaswadi,Quick Bites,"Biryani, Chinese",250.0,Dine-out,Kalyan Nagar
Masaala Town,0,0,3.700448817952718,0,Nagawara,Quick Bites,"Biryani, Fast Food",250.0,Dine-out,Kalyan Nagar
Hiya Bismillah Hotel,0,0,3.700448817952718,0,Nagawara,Quick Bites,"North Indian, Biryani",200.0,Dine-out,Kalyan Nagar
Krishna Leela Grand,0,0,3.700448817952718,0,Hennur,Quick Bites,"South Indian, North Indian, Chinese",200.0,Dine-out,Kalyan Nagar
Hotel Sri Devi (Veg & Non Veg),0,0,3.700448817952718,0,Hennur,Quick Bites,"Biryani, South Indian",300.0,Dine-out,Kalyan Nagar
RBN Fast Food,0,0,3.700448817952718,0,Hennur,Quick Bites,"South Indian, Fast Food",300.0,Dine-out,Kalyan Nagar
Ambur Khousia Biryani Corner,0,0,3.700448817952718,0,Banaswadi,Quick Bites,Biryani,100.0,Dine-out,Kalyan Nagar
Hong Kong Noodle,0,0,3.700448817952718,0,Banaswadi,Quick Bites,"Chinese, Seafood",400.0,Dine-out,Kalyan Nagar
Corner House Ice Cream,1,0,4.4,220,Banaswadi,Dessert Parlor,"Ice Cream, Desserts",400.0,Delivery,Kammanahalli
Kanti Sweets,1,0,4.0,154,Kammanahalli,Quick Bites,"Mithai, Street Food",400.0,Delivery,Kammanahalli
Domino's Pizza,1,0,3.8,189,Banaswadi,Quick Bites,"Pizza, Fast Food",400.0,Delivery,Kammanahalli
Five Star Chicken,1,0,3.4,50,Nagawara,Quick Bites,"Roast Chicken, Burger",300.0,Delivery,Kammanahalli
Grub Bucket,1,0,3.3,4,Rammurthy Nagar,Delivery,"North Indian, Biryani, Fast Food",300.0,Delivery,Kammanahalli
Shanti Sweets,1,0,3.8,23,Rammurthy Nagar,"Sweet Shop, Quick Bites","Mithai, Street Food",300.0,Delivery,Kammanahalli
Chai Point,1,0,3.700448817952718,0,HBR Layout,Quick Bites,"Tea, Beverages, Fast Food",250.0,Delivery,Kammanahalli
US Pizza,1,0,2.8,43,Rammurthy Nagar,Quick Bites,"Pizza, Fast Food",700.0,Delivery,Kammanahalli
Soham Bombay Masti Magic,1,0,3.6,16,Old Madras Road,Quick Bites,Street Food,150.0,Delivery,Kammanahalli
Sweet Chariot,1,0,3.2,11,Banaswadi,Dessert Parlor,"Bakery, Fast Food",500.0,Delivery,Kammanahalli
Zamindars Biryani Durbar,1,1,4.3,53,Nagawara,Casual Dining,"Biryani, Chinese, Mughlai, Andhra",600.0,Delivery,Kammanahalli
Lassi Shop,0,0,3.7,17,Kammanahalli,Beverage Shop,"Beverages, Ice Cream",200.0,Delivery,Kammanahalli
The Red Lantern,1,0,3.7,82,Banaswadi,Casual Dining,"Chinese, Momos",800.0,Delivery,Kammanahalli
Taste of Bihar,1,0,3.7,29,Rammurthy Nagar,"Takeaway, Delivery",Bihari,300.0,Delivery,Kammanahalli
Kolkata Famous Kati Rolls,1,0,3.700448817952718,0,Nagarbhavi,Quick Bites,"Rolls, Street Food",200.0,Delivery,Kammanahalli
RRK Caterings Night Eatout,0,0,3.700448817952718,0,Hennur,Quick Bites,Chinese,250.0,Delivery,Kammanahalli
Kutt The Chase Cafe,0,0,3.700448817952718,0,Nagawara,"Takeaway, Delivery",Bakery,300.0,Delivery,Kammanahalli
The Filter Coffee,1,0,4.1,620,Kalyan Nagar,Quick Bites,"South Indian, Coffee",200.0,Delivery,Kammanahalli
Calcutta Victoria Chat House,1,0,2.8,132,Banaswadi,Quick Bites,"Fast Food, Street Food",200.0,Delivery,Kammanahalli
Biswal's Food Circle,0,0,3.700448817952718,0,Banaswadi,Quick Bites,"Chinese, North Indian",350.0,Delivery,Kammanahalli
California Burrito,0,0,3.4,24,Banaswadi,"Food Court, Quick Bites","Mexican, Fast Food",400.0,Delivery,Kammanahalli
Hyderbadi Irani Tea,0,0,3.4,10,Banaswadi,Quick Bites,Beverages,100.0,Delivery,Kammanahalli
Nutri Fit,0,0,3.700448817952718,0,Banaswadi,Quick Bites,North Indian,300.0,Delivery,Kammanahalli
La Mirch,0,0,3.700448817952718,0,Banaswadi,Delivery,"North Indian, Kashmiri",400.0,Delivery,Kammanahalli
S-Aachies Hotel,0,0,3.2,6,Banaswadi,Quick Bites,"South Indian, Chinese, Biryani",300.0,Delivery,Kammanahalli
MK Dabbawala,0,0,3.700448817952718,0,Banaswadi,Delivery,North Indian,400.0,Delivery,Kammanahalli
Banarasi Tadka,1,0,2.8,19,Banaswadi,Quick Bites,North Indian,200.0,Delivery,Kammanahalli
Just Bake,1,0,3.4,22,Banaswadi,"Bakery, Quick Bites","Bakery, Desserts",400.0,Desserts,Kammanahalli
Facebake,1,0,3.7,68,Banaswadi,Bakery,"Bakery, Desserts",300.0,Desserts,Kammanahalli
A2B - Adyar Ananda Bhavan,1,0,3.8,98,Kammanahalli,Casual Dining,"South Indian, Fast Food, Chinese, North Indian",600.0,Dine-out,Kammanahalli
Five Star Chicken,0,0,3.5,32,Kammanahalli,Quick Bites,Fast Food,200.0,Dine-out,Kammanahalli
Draggers CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,1,0,4.0,277,Kalyan Nagar,Cafe,"Cafe, Continental, North Indian",900.0,Dine-out,Kammanahalli
Goli Vada Pav No.1,0,0,3.700448817952718,0,Banaswadi,Quick Bites,Street Food,200.0,Dine-out,Kammanahalli
Kasturi Vihar,0,0,3.700448817952718,0,Banaswadi,Quick Bites,"South Indian, Chinese",200.0,Dine-out,Kammanahalli
New Taj Biryani Centre,0,0,3.700448817952718,0,Unknown,Unknown,Unknown,,Dine-out,Kammanahalli
Barleyz,0,0,3.8,4646,Koramangala 6th Block,"Lounge, Microbrewery","North Indian, Continental, Chinese",2000.0,Buffet,Koramangala 4th Block
AB's - Absolute Barbecues,0,0,3.700448817952718,0,Unknown,Unknown,Unknown,,Buffet,Koramangala 4th Block
Ministry of Food - Hilton Bangalore Embassy GolfLinks,0,1,4.2,468,Domlur,Fine Dining,"North Indian, Asian, South Indian, Italian, European",3000.0,Buffet,Koramangala 4th Block
The Hole in the Wall Cafe,0,0,4.6,7113,Koramangala 4th Block,Cafe,"Cafe, American, Burger",600.0,Cafes,Koramangala 4th Block
Third Wave Coffee Roasters,0,0,4.4,1224,Koramangala 4th Block,Cafe,"Cafe, Continental, Desserts",800.0,Cafes,Koramangala 4th Block
Dialogues,0,0,4.1,314,Koramangala 4th Block,Cafe,"Cafe, Continental",600.0,Cafes,Koramangala 4th Block
Stoked!,0,0,4.3,294,Koramangala 4th Block,Cafe,"Cafe, Italian, Pizza",850.0,Cafes,Koramangala 4th Block
Cafe Coffee Day The Lounge,1,0,3.6,76,Koramangala 4th Block,Cafe,"Cafe, Fast Food",650.0,Cafes,Koramangala 4th Block
Costa Coffee,0,0,4.0,236,Koramangala 4th Block,Cafe,"Cafe, Fast Food",500.0,Cafes,Koramangala 4th Block
Hungry Travellers Cafe,0,0,3.8,27,Koramangala 4th Block,Cafe,Cafe,450.0,Cafes,Koramangala 4th Block
Barista,0,0,3.6,36,Koramangala 4th Block,Cafe,Cafe,300.0,Cafes,Koramangala 4th Block
G Resto Cafe,0,0,3.3,4,Koramangala 4th Block,Cafe,"Cafe, Fast Food, Beverages",400.0,Cafes,Koramangala 4th Block
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© S,0,0,3.2,4,Koramangala 4th Block,Cafe,"Cafe, American, European",600.0,Cafes,Koramangala 4th Block
Bundar,0,0,4.1,2448,Koramangala 6th Block,Cafe,"Cafe, Burger, Fast Food, Desserts",700.0,Cafes,Koramangala 4th Block
Gudguda Prime Cafe,0,1,4.2,815,Koramangala 6th Block,Cafe,"Cafe, Continental, Chinese, Italian",800.0,Cafes,Koramangala 4th Block
White Fog,0,0,3.700448817952718,0,Koramangala 6th Block,Cafe,"Cafe, Italian, Fast Food",800.0,Cafes,Koramangala 4th Block
Biggies Burger 'n' More,1,0,3.7,107,Koramangala 6th Block,Quick Bites,"Cafe, Burger, Fast Food",400.0,Cafes,Koramangala 4th Block
The Chocolate Room,0,0,3.8,63,Koramangala 7th Block,"Cafe, Bakery","Cafe, Desserts, Bakery",600.0,Cafes,Koramangala 4th Block
Cafe On The Way,1,0,4.0,275,Koramangala 3rd Block,Cafe,Cafe,500.0,Cafes,Koramangala 4th Block
Tattva Cafe,0,0,2.8,227,Koramangala 6th Block,Cafe,Cafe,450.0,Cafes,Koramangala 4th Block
Loca Moca,0,0,3.7,46,Koramangala 1st Block,Cafe,"Cafe, Continental",600.0,Cafes,Koramangala 4th Block
Fetchpod Cafe,0,0,2.9,12,Koramangala 6th Block,Cafe,"Cafe, North Indian, Chinese, Continental",500.0,Cafes,Koramangala 4th Block
Chaai Resto,0,0,3.6,54,Koramangala 6th Block,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food",250.0,Cafes,Koramangala 4th Block
On The Nose,1,0,2.7,26,Koramangala 5th Block,Cafe,"Cafe, Italian, Mexican, Chinese",600.0,Cafes,Koramangala 4th Block
Corner House Ice Cream,1,0,4.6,277,Koramangala 5th Block,Dessert Parlor,"Ice Cream, Desserts",400.0,Delivery,Koramangala 4th Block
The Good Bowl,1,0,3.7,13,HSR,"Takeaway, Delivery","Italian, North Indian, Biryani",500.0,Delivery,Koramangala 4th Block
Pizza Hut,1,0,3.9,490,Koramangala 6th Block,Casual Dining,"Pizza, Fast Food",750.0,Delivery,Koramangala 4th Block
Ovenstory Pizza,1,0,4.1,192,Koramangala 8th Block,Delivery,Pizza,750.0,Delivery,Koramangala 4th Block
Keventers,1,0,4.0,168,Koramangala 5th Block,"Beverage Shop, Dessert Parlor","Desserts, Beverages, Ice Cream",400.0,Delivery,Koramangala 4th Block
Firangi Bake,1,0,4.1,95,BTM,Delivery,"Mexican, Italian",600.0,Delivery,Koramangala 4th Block
WOW! Momo,1,0,3.9,151,Koramangala 4th Block,Food Court,"Tibetan, Momos",400.0,Delivery,Koramangala 4th Block
Goli Vada Pav No. 1,1,0,3.7,215,Koramangala 5th Block,Quick Bites,Street Food,200.0,Delivery,Koramangala 4th Block
Domino's Pizza,1,0,4.0,567,Koramangala 6th Block,Quick Bites,"Pizza, Fast Food",400.0,Delivery,Koramangala 4th Block
Andal Mess,1,0,3.1,22,Domlur,Mess,"Biryani, South Indian, North Indian",300.0,Delivery,Koramangala 4th Block
Biryani Miya,1,0,3.8,38,Koramangala 4th Block,Delivery,"Biryani, North Indian",600.0,Delivery,Koramangala 4th Block
Chetty's Corner,1,0,3.8,34,Koramangala 7th Block,Quick Bites,"Fast Food, Pizza, Sandwich",250.0,Delivery,Koramangala 4th Block
Faasos,1,0,4.0,463,Koramangala 8th Block,Quick Bites,"North Indian, Biryani, Fast Food",500.0,Delivery,Koramangala 4th Block
Srinidhi Sagar Deluxe,1,0,3.6,108,Domlur,Quick Bites,"South Indian, North Indian, Chinese",40.0,Delivery,Koramangala 4th Block
Juicy Momos,1,0,3.6,69,Koramangala 5th Block,Quick Bites,"Tibetan, Momos",250.0,Delivery,Koramangala 4th Block
1522 - The Pub,0,1,4.2,1739,Koramangala 4th Block,Pub,"Chinese, Continental, North Indian",1400.0,Delivery,Koramangala 4th Block
Litti Twist,1,0,4.2,106,Hosur Road,Quick Bites,"Bihari, North Indian",300.0,Delivery,Koramangala 4th Block
Cheers Pub Bar & Restro,0,1,3.700448817952718,0,Koramangala 4th Block,"Pub, Bar","Continental, Finger Food, Pizza, North Indian, Bar Food",1100.0,Delivery,Koramangala 4th Block
Waffle In The Box,1,0,3.700448817952718,0,Ejipura,Dessert Parlor,Desserts,300.0,Delivery,Koramangala 4th Block
Donne Biriyani Mane,1,0,3.1,21,Domlur,Quick Bites,"Biryani, North Indian",250.0,Delivery,Koramangala 4th Block
Uday Sweets,1,0,3.5,33,Koramangala 6th Block,Sweet Shop,"Mithai, Fast Food",250.0,Delivery,Koramangala 4th Block
Big Mishra Pedha,0,0,3.7,61,BTM,Sweet Shop,Mithai,250.0,Delivery,Koramangala 4th Block
Omleterian,1,0,3.700448817952718,0,Ejipura,Delivery,"American, Continental",200.0,Delivery,Koramangala 4th Block
SnacksJoint,1,0,3.7,52,Old Airport Road,Quick Bites,Fast Food,150.0,Delivery,Koramangala 4th Block
PagalKhana,1,1,3.9,143,Koramangala 4th Block,Casual Dining,"Continental, Chinese, Fast Food, Beverages",1000.0,Delivery,Koramangala 4th Block
Nutripress,1,0,3.3,4,Koramangala 8th Block,Beverage Shop,Juices,200.0,Delivery,Koramangala 4th Block
Pot-O-Noodles,0,1,4.3,162,Koramangala 4th Block,Casual Dining,"Chinese, Asian, Japanese",800.0,Delivery,Koramangala 4th Block
Chocolat Boulangerie Patisserie,0,0,4.1,445,Koramangala 4th Block,Dessert Parlor,"Bakery, Continental, Sandwich, Beverages, Desserts",400.0,Delivery,Koramangala 4th Block
Dabba Delight's,0,0,3.700448817952718,0,Koramangala 4th Block,Delivery,North Indian,350.0,Delivery,Koramangala 4th Block
Mast Kalandar,0,0,2.5,547,Koramangala 4th Block,Casual Dining,North Indian,450.0,Delivery,Koramangala 4th Block
Cupcake Noggins,0,0,4.1,724,Koramangala 4th Block,"Dessert Parlor, Bakery","Desserts, Bakery",300.0,Delivery,Koramangala 4th Block
Paratha Plaza,0,0,3.9,220,Koramangala 4th Block,Quick Bites,North Indian,250.0,Delivery,Koramangala 4th Block
Vasudev Adiga's,0,0,2.8,289,Koramangala 4th Block,Casual Dining,"South Indian, North Indian, Chinese, Street Food",250.0,Delivery,Koramangala 4th Block
Kettle & Kegs,1,0,3.4,10,HSR,Delivery,"Tea, Beverages",200.0,Delivery,Koramangala 4th Block
Crave,0,0,3.700448817952718,0,Koramangala 4th Block,Bakery,Bakery,600.0,Delivery,Koramangala 4th Block
La Lunch Box,0,0,3.700448817952718,0,Koramangala 4th Block,"Takeaway, Delivery","Italian, Healthy Food, Salad",500.0,Delivery,Koramangala 4th Block
Game Of Pizzas,0,0,3.6,16,Koramangala 4th Block,Delivery,Italian,500.0,Delivery,Koramangala 4th Block
Confectionery Chocolates,0,0,3.700448817952718,0,Koramangala 4th Block,"Takeaway, Delivery",Bakery,500.0,Delivery,Koramangala 4th Block
Maven Foods,0,0,3.6,12,Koramangala 4th Block,Quick Bites,"Continental, North Indian, South Indian",650.0,Delivery,Koramangala 4th Block
RÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂªveur Chocolates,0,0,3.7,13,Koramangala 4th Block,Dessert Parlor,Desserts,400.0,Delivery,Koramangala 4th Block
Sapfresh,0,0,3.700448817952718,0,Koramangala 4th Block,Delivery,Beverages,150.0,Delivery,Koramangala 4th Block
Khiche Chale Aao,1,0,3.700448817952718,0,Koramangala 6th Block,Quick Bites,"North Indian, Fast Food",300.0,Delivery,Koramangala 4th Block
Meal-bowl.com,0,0,3.700448817952718,0,Koramangala 4th Block,Delivery,North Indian,300.0,Delivery,Koramangala 4th Block
Creme & Cheese,0,0,3.8,18,Koramangala 4th Block,"Takeaway, Delivery",Desserts,850.0,Delivery,Koramangala 4th Block
Navab's,0,0,3.6,9,Koramangala 4th Block,Delivery,Mughlai,600.0,Delivery,Koramangala 4th Block
Midnight Pizza Slurpp,0,0,3.7,99,Koramangala 4th Block,Delivery,"Italian, Pizza",700.0,Delivery,Koramangala 4th Block
Crown Gold,1,0,3.9,49,Koramangala 4th Block,Quick Bites,"South Indian, Chinese, Seafood",400.0,Delivery,Koramangala 4th Block
Hunger Meals,0,0,3.8,31,Koramangala 4th Block,Delivery,"South Indian, North Indian, Biryani",400.0,Delivery,Koramangala 4th Block
Hit And Run,0,0,3.700448817952718,0,Koramangala 4th Block,Delivery,"Chinese, Tibetan",300.0,Delivery,Koramangala 4th Block
Food Singh,0,0,3.700448817952718,0,Koramangala 4th Block,Delivery,North Indian,500.0,Delivery,Koramangala 4th Block
Kombo King,0,0,3.700448817952718,0,Koramangala 4th Block,Delivery,"North Indian, South Indian",300.0,Delivery,Koramangala 4th Block
Mad Over Biryani,1,0,3.1,9,Koramangala 6th Block,Quick Bites,"North Indian, Biryani",600.0,Delivery,Koramangala 4th Block
Nite Out,1,0,4.0,1110,Koramangala 4th Block,Delivery,"North Indian, Chinese, Biryani",500.0,Delivery,Koramangala 4th Block
Homely Curries & Pickles,1,0,3.1,21,Koramangala 1st Block,Quick Bites,"Biryani, Andhra",300.0,Delivery,Koramangala 4th Block
Mars Chicken Delight,0,0,3.7,107,Koramangala 1st Block,Casual Dining,"North Indian, Chinese, Biryani, Beverages",500.0,Delivery,Koramangala 4th Block
Being Healthy,0,0,3.700448817952718,0,Koramangala 6th Block,Delivery,Healthy Food,300.0,Delivery,Koramangala 4th Block
Manchow,0,0,3.700448817952718,0,Unknown,Unknown,Unknown,,Delivery,Koramangala 4th Block
Sub Spot,0,0,3.3,4,Koramangala 6th Block,Delivery,"Salad, Sandwich",400.0,Delivery,Koramangala 4th Block
Yum Tum,0,0,3.4,7,Domlur,Quick Bites,"Salad, Greek, Mediterranean",250.0,Delivery,Koramangala 4th Block
Fruit Juice Bar,0,0,3.700448817952718,0,Koramangala 6th Block,Delivery,"Beverages, Salad",300.0,Delivery,Koramangala 4th Block
DW Dabbawala,0,0,3.700448817952718,0,Ejipura,Delivery,North Indian,200.0,Delivery,Koramangala 4th Block
Urban Spice,1,0,3.6,23,Ejipura,Casual Dining,"North Indian, Chinese, Continental",800.0,Delivery,Koramangala 4th Block
Hotel Oottupura,0,0,3.6,21,Ejipura,Quick Bites,South Indian,200.0,Delivery,Koramangala 4th Block
Amma's Special,0,0,3.700448817952718,0,Koramangala 1st Block,Quick Bites,South Indian,400.0,Delivery,Koramangala 4th Block
Chaman's Night Kitchen,0,0,3.5,11,Koramangala 8th Block,Unknown,"North Indian, Chinese",400.0,Delivery,Koramangala 4th Block
Pooja's Kitchen,0,0,3.7,17,Koramangala 8th Block,Delivery,"Bengali, Street Food",300.0,Delivery,Koramangala 4th Block
Chawla's 2 Online.com,0,0,3.5,4,Koramangala 1st Block,"Takeaway, Delivery",North Indian,800.0,Delivery,Koramangala 4th Block
Bhavani Foods,0,0,3.700448817952718,0,Koramangala 8th Block,Delivery,"Biryani, Chinese, Coffee, Desserts, Healthy Food, North Indian, South Indian",300.0,Delivery,Koramangala 4th Block
Chai Nama,0,0,3.700448817952718,0,Koramangala 6th Block,Delivery,"Fast Food, Tea",200.0,Delivery,Koramangala 4th Block
Binge Factory,0,0,3.700448817952718,0,Koramangala 1st Block,Quick Bites,"North Indian, Italian, South Indian",400.0,Delivery,Koramangala 4th Block
Kalpana's Kitchen,0,0,3.700448817952718,0,Ejipura,"Takeaway, Delivery","Bengali, North Indian",400.0,Delivery,Koramangala 4th Block
H2h Night Kitchen,0,0,3.700448817952718,0,Ejipura,Delivery,"Pizza, Fast Food, Desserts",300.0,Delivery,Koramangala 4th Block
Shayancafecito,0,0,3.700448817952718,0,Koramangala 5th Block,Delivery,"North Indian, Mughlai",250.0,Delivery,Koramangala 4th Block
Banashree Caterers,0,0,3.700448817952718,0,Koramangala 8th Block,"Takeaway, Delivery",South Indian,250.0,Delivery,Koramangala 4th Block
Owl's Kitchen,0,0,3.700448817952718,0,Koramangala 3rd Block,Quick Bites,"North Indian, Chinese",500.0,Delivery,Koramangala 4th Block
Red Bawarchi,1,0,3.0,20,Koramangala 7th Block,Delivery,"Biryani, Chinese, North Indian",600.0,Delivery,Koramangala 4th Block
Sethi's,1,0,3.700448817952718,0,Koramangala 4th Block,Delivery,"North Indian, Chinese, BBQ",600.0,Delivery,Koramangala 4th Block
Eat Street,0,0,4.2,1531,Koramangala 6th Block,Quick Bites,"North Indian, Chinese, Italian, Street Food, Desserts",600.0,Delivery,Koramangala 4th Block
Natural Ice Cream,0,0,4.5,940,Koramangala 1st Block,Dessert Parlor,"Ice Cream, Beverages",200.0,Delivery,Koramangala 4th Block
Wild Thyme Restaurant,0,0,4.5,42,Koramangala 5th Block,Casual Dining,"Chinese, Continental, North Indian, Italian, Seafood",800.0,Delivery,Koramangala 4th Block
PORKEATS,0,0,3.4,6,Koramangala 6th Block,Quick Bites,"Goan, Mangalorean",400.0,Delivery,Koramangala 4th Block
Falahaar,0,0,3.9,154,Koramangala 6th Block,Quick Bites,"North Indian, Street Food",200.0,Delivery,Koramangala 4th Block
Juicemaker,0,0,3.9,164,Koramangala 8th Block,Beverage Shop,"Beverages, Fast Food",400.0,Delivery,Koramangala 4th Block
Chopserve,0,0,3.7,19,Koramangala 1st Block,"Takeaway, Delivery",BBQ,300.0,Delivery,Koramangala 4th Block
Jai Jinendra,0,0,4.0,98,Koramangala 6th Block,Quick Bites,"Street Food, Beverages",200.0,Delivery,Koramangala 4th Block
Kerala Mess. SIJI's MESS,0,0,3.700448817952718,0,Ejipura,Mess,Kerala,100.0,Delivery,Koramangala 4th Block
V.S. Garden Restaurant,0,0,3.5,17,Ejipura,Casual Dining,"North Indian, Chinese",800.0,Delivery,Koramangala 4th Block
Ande Ka Funda,0,0,3.6,72,Koramangala 7th Block,Quick Bites,"North Indian, Chinese, Rolls",250.0,Delivery,Koramangala 4th Block
Jeevika Donne Biryani,0,0,3.4,8,Koramangala 8th Block,Quick Bites,"Biryani, Chinese, Fast Food",300.0,Delivery,Koramangala 4th Block
Hungry Paunch,0,0,4.0,203,Koramangala 6th Block,"Food Court, Quick Bites","Bengali, Bihari",350.0,Delivery,Koramangala 4th Block
Kshera Sagar,0,0,3.700448817952718,0,Koramangala 1st Block,Quick Bites,"North Indian, Chinese",200.0,Delivery,Koramangala 4th Block
NGV Fast Food,0,0,3.5,8,Koramangala 6th Block,Quick Bites,"North Indian, Fast Food",250.0,Delivery,Koramangala 4th Block
Chalo Delhi Darbaar,0,0,3.700448817952718,0,Ejipura,Quick Bites,"North Indian, Mughlai, Chinese",400.0,Delivery,Koramangala 4th Block
Apsara Ice Cream,0,0,4.0,128,Koramangala 5th Block,Dessert Parlor,Ice Cream,200.0,Delivery,Koramangala 4th Block
Happy Plate,0,0,3.6,54,Koramangala 6th Block,Quick Bites,"North Indian, Chinese, South Indian, Fast Food",400.0,Delivery,Koramangala 4th Block
Kebab Ganj,0,0,3.4,7,Koramangala 6th Block,Delivery,"Kebab, Rolls",300.0,Delivery,Koramangala 4th Block
The Choux Box,0,0,3.5,11,Koramangala 6th Block,"Takeaway, Delivery","Desserts, Bakery",300.0,Delivery,Koramangala 4th Block
Nightfork,0,0,3.7,126,Koramangala 6th Block,Delivery,"Chinese, Biryani, Pizza, Italian, North Indian",500.0,Delivery,Koramangala 4th Block
The Breakfast Truck,0,0,3.9,64,Koramangala 6th Block,Quick Bites,Continental,550.0,Delivery,Koramangala 4th Block
Straight From The Heart,0,0,3.4,5,Koramangala 6th Block,Bakery,"Bakery, Desserts",300.0,Delivery,Koramangala 4th Block
Delightz,0,0,4.0,40,Koramangala 6th Block,Dessert Parlor,"Desserts, Fast Food",300.0,Delivery,Koramangala 4th Block
Martino's,0,0,3.6,30,Koramangala 1st Block,Quick Bites,"Italian, Pizza",350.0,Delivery,Koramangala 4th Block
The Fresh Factor,0,0,3.1,14,Koramangala 6th Block,Quick Bites,"Juices, Sandwich",200.0,Delivery,Koramangala 4th Block
NV Patisserie,0,0,3.6,10,Koramangala 1st Block,"Takeaway, Delivery","Desserts, Bakery",350.0,Delivery,Koramangala 4th Block
Royale Biryani,0,0,3.700448817952718,0,Koramangala 1st Block,"Takeaway, Delivery",Biryani,500.0,Delivery,Koramangala 4th Block
Box of Biryani,0,0,3.5,9,Koramangala 6th Block,Delivery,"Biryani, North Indian, Kebab",400.0,Delivery,Koramangala 4th Block
Bhokali Paratha,0,0,3.700448817952718,0,Koramangala 6th Block,Delivery,North Indian,200.0,Delivery,Koramangala 4th Block
Big Box Theory,0,0,3.6,11,Ejipura,Delivery,"Salad, Healthy Food, Fast Food",550.0,Delivery,Koramangala 4th Block
Parathe Wali Gali,0,0,3.4,36,Ejipura,"Takeaway, Delivery","North Indian, Beverages",250.0,Delivery,Koramangala 4th Block
The Sweet Spot,0,0,4.0,157,Koramangala 6th Block,Dessert Parlor,Desserts,300.0,Delivery,Koramangala 4th Block
Ambur Hot Dum Biryani,0,0,3.3,8,Ejipura,Quick Bites,Biryani,100.0,Delivery,Koramangala 4th Block
